548, 1
2359, 1
3187, 1
358, 1
930, -1
902, 1
1181, 1
1128, 1
3316, 1
2716, 1
55, 1
2797, 1
3579, 1
3629, -1
2294, -1
1667, 1
591, -1
3362, 1
2440, 1
3313, 1
1582, 1
1220, 1
3753, 1
1112, 1
3307, 1
1032, 1
819, 1
23, 1
611, 1
2175, 1
194, 1
2620, 1
2343, 1
797, 1
1349, 1
49, 1
1164, 1
4131, -1
2737, -1
2141, -1
50, -1
2227, -1
4291, -1
3741, 1
2701, 1
3159, 1
3418, 1
393, 1
3101, 1
2076, 1
3514, 1
3725, 1
1210, 1
3872, 1
2329, 1
540, 1
4185, 1
1901, 1
4341, -1
1634, -1
4281, 1
466, 1
2985, 1
434, 1
3309, 1
880, 1
1844, 1
1351, 1
1, 1
2, 1
4380, 1
2704, -1
476, 1
